id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
;Cool for the Summer;Demi Lovato;214746;0.586;0.613;5;-5.593;0;0.0386;0.00441;0.000183;0.0853;0.319;114.101
;Blank Space;Taylor Swift;231826;0.76;0.703;5;-5.412;1;0.054;0.103;0;0.0913;0.57;95.997
;The Hills;The Weeknd;242253;0.585;0.564;0;-7.063;0;0.0515;0.0671;0;0.135;0.137;113.003
;Daddy Issues;The Neighbourhood;260173;0.588;0.521;10;-9.461;1;0.0329;0.0678;0.149;0.123;0.337;85.012
;Five More Hours;Deorro;211975;0.699;0.883;5;-3.226;0;0.219;0.0288;0;0.817;0.499;127.961
;The Nights;Avicii;176658;0.527;0.835;6;-5.298;1;0.0433;0.0166;0;0.249;0.654;125.983
;You Know You Like It;DJ Snake;247266;0.407;0.725;5;-5.346;0;0.188;0.0141;2.46E-06;0.306;0.247;196.093
;Ghost Town;Adam Lambert;208330;0.703;0.736;4;-5.709;0;0.046;0.186;1.92E-05;0.174;0.274;119.955
;No Type;Rae Sremmurd;200080;0.891;0.486;6;-7.803;1;0.159;0.0158;3.78E-06;0.0925;0.239;125.01
;Bad Blood;Taylor Swift;200106;0.654;0.655;11;-7.388;0;0.106;0.0294;0;0.139;0.221;170.16
;GDFR (feat. Sage the Gemini & Lookas);Flo Rida;190185;0.657;0.827;5;-4.036;1;0.0734;0.000704;0.00534;0.065;0.69;145.889
;Sugar (feat. Francesco Yates);Robin Schulz;219043;0.636;0.815;5;-5.098;0;0.0581;0.0185;0;0.163;0.636;123.063
;How Deep Is Your Love;Calvin Harris;212640;0.738;0.868;11;-4.373;0;0.0731;0.0392;0.00169;0.388;0.336;122.003
;Wish You Were Mine - Radio Edit;Philip George;177560;0.654;0.832;7;-4.164;0;0.0293;0.0126;0.0901;0.102;0.407;123.002
;Na Na;Trey Songz;231906;0.67;0.476;9;-6.253;0;0.0406;0.328;0;0.104;0.235;96.975
;Centuries;Fall Out Boy;228360;0.393;0.858;4;-2.868;0;0.0729;0.00359;0;0.102;0.56;176.042
;Chill Bill (feat. J. Davi$ & Spooks);Rob $tone;177184;0.886;0.427;6;-10.028;1;0.145;0.0312;0.00099;0.0906;0.23;108.034
;Are You With Me - Radio Edit;Lost Frequencies;138842;0.776;0.574;5;-9.882;0;0.0317;0.466;7.83E-05;0.131;0.412;121.03
;Stressed Out;Twenty One Pilots;202333;0.734;0.637;4;-5.677;0;0.141;0.0462;2.29E-05;0.0602;0.648;169.977
;Worth It (feat. Kid Ink);Fifth Harmony;224573;0.884;0.765;8;-3.865;1;0.0882;0.063;7.04E-06;0.118;0.594;99.987
;Way down We Go;KALEO;219560;0.59;0.578;10;-5.798;0;0.0528;0.612;0.000162;0.0837;0.264;81.663
;Like I Can;Sam Smith;167065;0.656;0.627;7;-6.627;0;0.0379;0.343;2.17E-05;0.124;0.481;99.933
;Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;166138;0.746;0.877;9;-3.782;0;0.0666;0.0375;0.000833;0.233;0.751;107.985
;Intoxicated - New Radio Mix;Martin Solveig;159693;0.8;0.677;0;-4.023;1;0.0393;0.00563;0.00409;0.0838;0.547;125.004
;Waiting For Love;Avicii;230613;0.579;0.736;6;-3.863;0;0.0527;0.31;0;0.198;0.613;127.999
;Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson);Felix Jaehn;186146;0.778;0.566;2;-6.959;0;0.0311;0.672;0.000197;0.0698;0.479;117.971
;Wildest Dreams;Taylor Swift;220440;0.553;0.664;8;-7.417;1;0.0741;0.0709;0.0056;0.106;0.467;140.06
;In The Night;The Weeknd;235653;0.48;0.682;7;-4.94;1;0.13;0.0696;0;0.0463;0.506;167.939
;Time of Our Lives;Pitbull;229360;0.721;0.802;1;-5.797;1;0.0583;0.0921;0;0.694;0.724;124.022
;Runaway (U & I);Galantis;227073;0.506;0.805;1;-4.119;1;0.0469;0.00711;0.00193;0.0856;0.383;126.008
;Bitch Better Have My Money;Rihanna;219305;0.781;0.728;1;-4.981;1;0.0621;0.0509;1.94E-06;0.257;0.395;102.99
;Lush Life;Zara Larsson;202213;0.658;0.741;7;-2.86;0;0.0536;0.141;0;0.189;0.789;98.024
;Drag Me Down;One Direction;192120;0.73;0.703;0;-5.672;0;0.0369;0.109;0;0.0657;0.595;138.113
;Antidote;Travis Scott;262693;0.713;0.526;1;-5.046;1;0.032;0.00767;0.000148;0.124;0.131;131.05
;King;Years & Years;215360;0.559;0.848;4;-4.125;0;0.0388;0.0665;0;0.382;0.466;119.977
;Confident;Demi Lovato;205745;0.594;0.749;3;-6.251;1;0.0677;0.00188;0.000139;0.0869;0.344;130.064
;Closer;Lemaitre;270589;0.583;0.785;2;-3.991;0;0.0337;0.0012;0.0127;0.124;0.355;91.977
;Same Old Love;Selena Gomez;229080;0.672;0.593;11;-4.01;0;0.0304;0.0223;0;0.214;0.438;98.02
;Do It Again;Pia Mia;207746;0.712;0.564;8;-6.527;1;0.047;0.0266;0;0.0874;0.411;95.95
;My House;Flo Rida;192190;0.688;0.702;7;-4.792;0;0.0499;0.0215;0;0.128;0.74;94.006
;Watch Me (Whip / Nae Nae);SilentÃ³;185131;0.819;0.768;8;-8.522;1;0.134;0.234;0;0.334;0.964;139.982
;Ayo;Chris Brown;225226;0.823;0.563;6;-5.095;1;0.0443;0.0399;0;0.0851;0.682;98.031
;Spirits;The Strumbellas;203653;0.556;0.658;0;-6.075;1;0.0265;0.164;0;0.113;0.787;80.529
;Trap Queen;Fetty Wap;222093;0.746;0.873;7;-3.803;1;0.128;0.0244;0;0.354;0.817;148.075
;Talking Body;Tove Lo;238426;0.736;0.761;4;-5.449;0;0.0338;0.0966;0;0.0823;0.114;119.999
;11-jul;BeyoncÃ©;213506;0.747;0.705;9;-5.137;0;0.126;0.0128;0;0.126;0.56;136.024
;High By The Beach;Lana Del Rey;257573;0.536;0.486;11;-11.067;0;0.0346;0.244;0.00788;0.12;0.0968;131.988
;Never Forget You;Zara Larsson;213427;0.583;0.732;11;-5.728;0;0.0457;0.00312;9.86E-06;0.269;0.276;145.992
;oui;Jeremih;238320;0.418;0.724;5;-3.724;1;0.0964;0.213;0;0.112;0.604;78.521
;Hotline Bling;Drake;267066;0.891;0.628;2;-7.863;1;0.0551;0.00258;0.00019;0.0504;0.552;134.966
;Kill Em With Kindness;Selena Gomez;217906;0.757;0.884;10;-5.488;0;0.0404;0.00795;5.87E-05;0.0973;0.398;120.012
;Let It All Go;Birdy;280757;0.383;0.43;10;-8.644;1;0.0302;0.817;1.04E-06;0.0869;0.174;107.005
;679 (feat. Remy Boyz);Fetty Wap;196693;0.618;0.717;7;-5.738;1;0.318;0.00256;0;0.625;0.603;190.05
;Love Me Harder;Ariana Grande;236133;0.472;0.714;1;-4.389;0;0.0334;0.00937;0;0.0764;0.24;98.992
;Can't Feel My Face;The Weeknd;213520;0.705;0.769;9;-5.526;0;0.0425;0.113;0;0.105;0.583;107.949
;You Don't Own Me (feat. G-Eazy);SAYGRACE;199314;0.336;0.664;7;-5.68;1;0.102;0.166;1.31E-06;0.0575;0.294;186.394
;Renegades;X Ambassadors;195200;0.526;0.862;2;-6.003;1;0.0905;0.0144;0.0597;0.229;0.528;90.052
;Locked Away (feat. Adam Levine);R. City;227480;0.509;0.671;1;-5.709;1;0.0678;0.304;0;0.0452;0.55;118.413
;Stole the Show;Kygo;223186;0.64;0.635;8;-7.565;0;0.226;0.271;0;0.319;0.475;100.034
;The Less I Know The Better;Tame Impala;216320;0.64;0.74;4;-4.083;1;0.0284;0.0115;0.00678;0.167;0.785;116.879
;Good For You;Selena Gomez;221560;0.6;0.676;5;-6.447;0;0.0652;0.154;0;0.0741;0.217;88.928
;My Way (feat. Monty);Fetty Wap;213053;0.748;0.741;6;-3.103;1;0.0531;0.00419;0;0.147;0.537;128.077
;Take Me To Church;Hozier;241688;0.566;0.664;4;-5.303;0;0.0464;0.634;0;0.116;0.437;128.945
;Style;Taylor Swift;231000;0.588;0.791;7;-5.595;1;0.0402;0.00245;0.00258;0.118;0.487;94.933
;Here;Alessia Cara;199453;0.379;0.799;0;-4.031;1;0.163;0.0804;0;0.0793;0.359;120.892
;"Writing's On The Wall - From ""Spectre"" Soundtrack";Sam Smith;278987;0.261;0.302;5;-8.19;0;0.0339;0.769;2.57E-06;0.0863;0.0883;81.418
;Bang My Head (feat. Sia & Fetty Wap);David Guetta;193333;0.599;0.869;0;-3.697;1;0.0789;0.0525;0.00719;0.103;0.593;108.061
;All Eyes on You (feat. Chris Brown & Nicki Minaj);Meek Mill;223973;0.589;0.658;11;-5.288;0;0.203;0.0242;0;0.118;0.251;77.521
;I Don't Fuck With You;Big Sean;284386;0.824;0.733;1;-5.474;1;0.0613;0.0362;0;0.325;0.395;97.972
;Firestone;Kygo;271640;0.704;0.634;11;-7.374;0;0.0428;0.393;3.17E-05;0.0952;0.411;113.927
;Jumpman;Drake;205879;0.853;0.558;1;-7.448;1;0.202;0.0462;0;0.341;0.654;142.079
;Sunset Lover;Petit Biscuit;237792;0.783;0.467;6;-9.474;1;0.0503;0.729;0.809;0.109;0.236;90.838
;Stitches;Shawn Mendes;206880;0.746;0.754;1;-6.684;1;0.0676;0.0152;0;0.0486;0.746;149.882
;I Don't Like It, I Love It (feat. Robin Thicke & Verdine White);Flo Rida;224258;0.854;0.766;9;-4.697;0;0.141;0.0242;0;0.0793;0.784;118.004
;The Heart Wants What It Wants;Selena Gomez;227373;0.616;0.789;7;-4.874;0;0.0377;0.053;0;0.142;0.621;83.066
;Where Are Ãœ Now (with Justin Bieber);Jack Ãœ;250285;0.432;0.781;4;-4.038;0;0.0567;0.041;4.21E-06;0.0789;0.197;139.432
;On My Mind;Ellie Goulding;213445;0.699;0.688;2;-6.607;0;0.0522;0.264;4.11E-06;0.0863;0.742;154.943
;Don't;Bryson Tiller;198293;0.765;0.356;11;-5.556;0;0.195;0.223;0;0.0963;0.189;96.991
;Flex (Ooh, Ooh, Ooh);Rich Homie Quan;176674;0.676;0.615;6;-7.534;0;0.0496;0.0384;0;0.341;0.883;163.993
;Please Don't Go;Joel Adams;210580;0.513;0.768;4;-4.868;0;0.0587;0.0118;1.94E-05;0.294;0.235;84.264
;I Want You To Know;Zedd;238800;0.561;0.877;9;-2.215;0;0.0659;0.00621;8.11E-06;0.28;0.375;130.003
;Fast Car;Jonas Blue;212424;0.644;0.57;9;-6.994;1;0.052;0.484;0;0.299;0.527;113.945
;Electric Love;BÃ˜RNS;218173;0.373;0.858;6;-6.536;0;0.0889;0.00407;0.0016;0.256;0.605;120.063
;Easy Love;Sigala;229813;0.68;0.942;9;-4.208;1;0.0631;0.175;0.0013;0.117;0.647;123.976
;Sorry;Justin Bieber;200786;0.654;0.76;0;-3.669;0;0.045;0.0797;0;0.299;0.41;99.945
;One Last Time;Ariana Grande;197266;0.628;0.593;8;-5.036;1;0.0323;0.093;1.65E-06;0.096;0.104;125.026
;Black Magic;Little Mix;211773;0.777;0.896;4;-4.467;1;0.0619;0.0352;0;0.317;0.843;111.987
;Perfect;One Direction;230333;0.647;0.823;2;-5.231;1;0.0762;0.0598;0;0.119;0.396;99.933
;Shine;Years & Years;255506;0.667;0.716;1;-5.21;0;0.0349;0.189;0;0.104;0.493;108.002
;Lips Are Movin;Meghan Trainor;182666;0.775;0.825;7;-5.402;1;0.0464;0.0506;1.03E-06;0.111;0.95;139.091
;El PerdÃ³n - Forgiveness;Nicky Jam;206666;0.736;0.719;8;-3.839;1;0.0357;0.256;0;0.0909;0.656;90.013
;Starboy;The Weeknd;230453;0.681;0.594;7;-7.028;1;0.282;0.165;3.49E-06;0.134;0.535;186.054
;One Dance;Drake;173986;0.792;0.625;1;-5.609;1;0.0536;0.00776;0.0018;0.329;0.37;103.967
;Love Yourself;Justin Bieber;233720;0.609;0.378;4;-9.828;1;0.438;0.835;0;0.28;0.515;100.418
;Closer;The Chainsmokers;244960;0.748;0.524;8;-5.599;1;0.0338;0.414;0;0.111;0.661;95.01
;Hello;Adele;295502;0.471;0.431;5;-6.129;0;0.0342;0.329;0;0.0854;0.289;157.98
;Panda;Desiigner;246761;0.576;0.766;10;-4.943;0;0.449;0.028;1.68E-06;0.366;0.236;144.833
;Tuesday (feat. Danelle Sandoval);Burak Yeter;241874;0.841;0.639;9;-6.052;0;0.0688;0.0156;0.0654;0.0545;0.675;99.002
;Cheap Thrills (feat. Sean Paul);Sia;224813;0.592;0.8;6;-4.931;0;0.215;0.0561;2.01E-06;0.0775;0.728;89.972
;Wherever I Go;OneRepublic;169773;0.552;0.689;10;-6.444;0;0.0425;0.0915;0;0.27;0.349;99.961
;Work;Rihanna;219320;0.725;0.534;11;-6.238;1;0.0946;0.0752;0;0.0919;0.558;91.974
;Hymn for the Weekend;Coldplay;258266;0.491;0.693;0;-6.487;0;0.0377;0.211;6.92E-06;0.325;0.412;90.027
;Sorry;Justin Bieber;200786;0.654;0.76;0;-3.669;0;0.045;0.0797;0;0.299;0.41;99.945
;"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")";Justin Timberlake;236001;0.666;0.83;0;-5.715;1;0.0751;0.0123;0;0.191;0.702;113.03
;Wait a Minute!;WILLOW;196520;0.764;0.705;3;-5.279;0;0.0278;0.0371;1.94E-05;0.0943;0.672;101.003
;Tiimmy Turner;Desiigner;239853;0.603;0.725;6;-3.054;1;0.0393;0.174;0;0.0786;0.304;122.803
;Me, Myself & I;G-Eazy;251466;0.756;0.674;0;-6.518;0;0.0959;0.0184;0;0.158;0.389;111.995
;This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016);David Guetta;207272;0.367;0.915;9;-3.456;0;0.0488;0.0022;5.81E-05;0.0905;0.365;110.169
;Hurts So Good;Astrid S;208728;0.672;0.589;7;-5.008;0;0.049;0.082;0;0.0962;0.379;120.036
;Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors);Lil Wayne;243490;0.502;0.786;9;-4.378;0;0.317;0.255;0;0.65;0.739;169.021
;Heathens;Twenty One Pilots;195920;0.732;0.396;4;-9.348;0;0.0286;0.0841;3.58E-05;0.105;0.548;90.024
;Low Life (feat. The Weeknd);Future;313546;0.722;0.331;8;-7.789;1;0.0726;0.337;0.282;0.146;0.102;143.961
;No Money;Galantis;189126;0.671;0.916;6;-4.014;0;0.0397;0.0282;0.00762;0.24;0.803;126.01
;Don't Let Me Down;The Chainsmokers;208373;0.532;0.869;11;-5.094;1;0.172;0.157;0.00508;0.136;0.422;159.803
;Girls Like (feat. Zara Larsson);Tinie Tempah;196000;0.916;0.804;0;-3.406;1;0.049;0.37;1.18E-05;0.0812;0.538;120.028
;Hear Me Now;Alok;192846;0.788;0.43;11;-7.757;1;0.0419;0.537;0.00261;0.0936;0.461;121.996
;All Time Low;Jon Bellion;217603;0.617;0.567;0;-4.188;1;0.0828;0.0584;0;0.0933;0.505;90.246
;Sex;Cheat Codes;228361;0.51;0.692;0;-5.825;1;0.171;0.00451;0;0.138;0.209;102.42
;NO;Meghan Trainor;213506;0.557;0.803;1;-3.599;0;0.213;0.0124;1.61E-06;0.737;0.657;92.134
;Hotter Than Hell;Dua Lipa;187957;0.532;0.868;3;-4.23;0;0.0908;0.011;0;0.0584;0.529;110.127
;In the Name of Love;Martin Garrix;195706;0.501;0.519;4;-5.88;0;0.0409;0.109;0;0.454;0.168;133.99
;Faded;Alan Walker;212106;0.468;0.627;6;-5.085;1;0.0476;0.0281;7.97E-06;0.11;0.159;179.642
;Cool Girl;Tove Lo;197815;0.674;0.71;9;-7.042;0;0.111;0.343;6.71E-06;0.129;0.234;101.983
;Let Me Love You;DJ Snake;205946;0.649;0.716;8;-5.371;1;0.0349;0.0863;2.63E-05;0.135;0.163;99.988
;This Is What You Came For (feat. Rihanna);Calvin Harris;222160;0.631;0.927;9;-2.787;0;0.0332;0.199;0.119;0.148;0.465;123.962
;I Took A Pill In Ibiza - Seeb Remix;Mike Posner;197933;0.664;0.714;7;-6.645;0;0.111;0.0353;8.42E-06;0.0843;0.71;101.969
;2 Phones;Kevin Gates;240000;0.895;0.681;7;-5.267;0;0.358;0.157;0;0.189;0.554;121.918
;Needed Me;Rihanna;191600;0.671;0.314;5;-8.091;0;0.244;0.11;0;0.0825;0.296;110.898
;Side To Side;Ariana Grande;226160;0.648;0.738;6;-5.883;0;0.247;0.0408;0;0.292;0.603;159.145
;Alone;Marshmello;273802;0.631;0.953;2;-3.739;1;0.0343;0.0241;0.0155;0.108;0.422;141.99
;I Know What You Did Last Summer;Shawn Mendes;223853;0.687;0.761;9;-4.582;0;0.0876;0.102;0;0.147;0.743;113.939
;Same Old Love;Selena Gomez;229080;0.672;0.593;11;-4.01;0;0.0304;0.0223;0;0.214;0.438;98.02
;My Way;Calvin Harris;219159;0.818;0.913;4;-3.06;0;0.0426;0.093;3.69E-05;0.161;0.536;119.986
;HandClap;Fitz and The Tantrums;193253;0.636;0.836;8;-3.004;1;0.0427;0.00609;0.000157;0.0828;0.715;139.956
;Ride;Twenty One Pilots;214506;0.645;0.713;6;-5.355;1;0.0393;0.00835;0;0.113;0.566;74.989
;My House;Flo Rida;192190;0.688;0.702;7;-4.792;0;0.0499;0.0215;0;0.128;0.74;94.006
;Dangerous Woman;Ariana Grande;235946;0.677;0.604;7;-5.32;1;0.0385;0.0612;0;0.353;0.297;134.052
;Alarm;Anne-Marie;205593;0.756;0.589;0;-5.093;1;0.232;0.0812;0;0.176;0.811;146.928
;We Don't Talk Anymore (feat. Selena Gomez);Charlie Puth;217706;0.728;0.563;1;-8.053;0;0.134;0.621;0;0.179;0.352;100.017
;I'm In Control;AlunaGeorge;209425;0.734;0.847;11;-3.713;0;0.0346;0.355;0.000144;0.154;0.673;104.013
;DUELE EL CORAZON (feat. Wisin);Enrique Iglesias;199693;0.716;0.908;8;-3.254;0;0.103;0.0858;0;0.135;0.869;91.03
;Never Forget You;MNEK;213427;0.583;0.732;11;-5.728;0;0.0457;0.00312;9.86E-06;0.269;0.276;145.992
;The Ocean (feat. Shy Martin);Mike Perry;183414;0.632;0.575;5;-6.478;1;0.029;0.0225;1.81E-06;0.104;0.188;90.037
;Hotline Bling;Drake;267066;0.903;0.62;2;-8.094;1;0.0587;0.00347;0.000119;0.0504;0.539;134.96
;Into You;Ariana Grande;244453;0.623;0.734;9;-5.948;1;0.107;0.0162;1.75E-06;0.145;0.37;107.853
;Treat You Better;Shawn Mendes;187973;0.444;0.819;10;-4.078;0;0.341;0.106;0;0.107;0.747;82.695
;Say It;Tory Lanez;237786;0.546;0.529;11;-10.511;0;0.0583;0.0862;6.50E-06;0.124;0.247;107.331
;Adventure of a Lifetime;Coldplay;263786;0.638;0.924;7;-3.887;1;0.036;0.00205;0.000175;0.149;0.53;111.995
;This Girl - Kungs Vs. Cookin' On 3 Burners;Kungs;195561;0.79;0.705;0;-4.684;0;0.0383;0.0807;4.81E-05;0.251;0.501;121.969
;You Don't Own Me (feat. G-Eazy);SAYGRACE;201493;0.332;0.635;7;-5.653;1;0.0898;0.159;2.79E-06;0.0599;0.261;186.249
;Renegades;X Ambassadors;195200;0.526;0.862;2;-6.003;1;0.0905;0.0144;0.0597;0.229;0.528;90.052
;Cake By The Ocean;DNCE;219146;0.774;0.753;4;-5.446;0;0.0517;0.152;0;0.0371;0.896;119.002
;The Girl Is Mine;99 Souls;216613;0.683;0.943;9;-3.6;1;0.0397;0.00423;0.0972;0.0356;0.706;118.991
;Papercuts (feat. Vera Blue);Illy;255889;0.369;0.618;6;-6.304;0;0.249;0.161;0;0.257;0.467;191.863
;Gold;Kiiara;225882;0.6;0.412;8;-9.343;1;0.344;0.615;0.0025;0.134;0.408;113.049
;Stole the Show;Kygo;222813;0.678;0.633;8;-6.443;0;0.171;0.151;0;0.147;0.478;99.886
;Work from Home (feat. Ty Dolla $ign);Fifth Harmony;214480;0.803;0.585;8;-5.861;1;0.0432;0.103;3.94E-06;0.0644;0.593;105.017
;Pop Style;Drake;212946;0.713;0.462;7;-10.027;1;0.123;0.192;2.16E-06;0.105;0.0594;133.053
;PILLOWTALK;ZAYN;203686;0.588;0.702;11;-4.271;1;0.0496;0.104;0;0.089;0.429;124.909
;Here;Alessia Cara;199453;0.376;0.822;0;-3.974;1;0.104;0.0783;0;0.0841;0.327;120.493
;Middle;DJ Snake;220573;0.611;0.7;9;-5.331;1;0.0436;0.0199;0;0.0549;0.213;104.981
;Sweet Lovin' - Radio Edit;Sigala;202149;0.683;0.91;10;-1.231;1;0.0515;0.0553;4.78E-06;0.336;0.674;124.977
;Jumpman;Drake;205879;0.852;0.553;1;-7.286;1;0.187;0.0559;0;0.332;0.656;142.079
;Dangerously;Charlie Puth;199133;0.696;0.517;2;-8.379;0;0.0366;0.364;0;0.197;0.23;112.291
;Close;Nick Jonas;234213;0.654;0.623;6;-5.273;0;0.082;0.253;0;0.144;0.401;123.996
;Perfect Strangers;Jonas Blue;196613;0.742;0.819;1;-5.307;1;0.0487;0.372;0;0.277;0.709;117.986
;Cold Water (feat. Justin Bieber & MÃ˜);Major Lazer;185351;0.608;0.798;6;-5.092;0;0.0432;0.0736;0;0.156;0.501;92.943
;Roses;The Chainsmokers;226738;0.713;0.802;4;-7.055;1;0.0561;0.0435;0.00377;0.309;0.343;100.001
;LUV;Tory Lanez;228640;0.688;0.541;11;-8.128;0;0.114;0.0118;0;0.123;0.247;95.109
;"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")";P!nk;215413;0.632;0.702;7;-5.92;1;0.148;0.0114;0;0.108;0.523;162.958
;Don't;Bryson Tiller;198293;0.765;0.356;11;-5.556;0;0.195;0.223;0;0.0963;0.189;96.991
;Just Hold On;Steve Aoki;198774;0.647;0.932;11;-3.515;1;0.0824;0.00383;1.50E-06;0.0574;0.374;114.991
;Tears (feat. Louisa Johnson);Clean Bandit;225914;0.605;0.77;5;-3.645;0;0.0446;0.0431;0;0.159;0.298;130.037
;Fast Car;Jonas Blue;212424;0.459;0.587;9;-6.983;1;0.0785;0.453;0;0.307;0.581;113.901
;Never Be Like You;Flume;233337;0.443;0.558;0;-5.436;1;0.0624;0.441;0;0.163;0.248;116.838
;Good Grief;Bastille;206493;0.73;0.758;1;-4.888;1;0.0653;0.147;0;0.311;0.877;120.041
;The Greatest (feat. Kendrick Lamar);Sia;210226;0.668;0.725;1;-6.127;1;0.266;0.0102;0.000479;0.0561;0.729;191.944
;Not Nice;PARTYNEXTDOOR;202661;0.598;0.496;0;-9.309;1;0.0804;0.0253;0.00132;0.12;0.725;128.06
;i hate u, i love u (feat. olivia o'brien);Garrett Nash;251033;0.492;0.275;6;-13.4;0;0.3;0.687;0;0.101;0.18;92.6
;1955;Hilltop Hoods;239280;0.766;0.5;11;-7.558;1;0.0695;0.719;5.91E-06;0.304;0.71;84.044
;All In My Head (Flex) (feat. Fetty Wap);Fifth Harmony;210573;0.689;0.791;0;-5.194;0;0.053;0.023;0;0.0526;0.755;95.04
;Sit Still, Look Pretty;Daya;202221;0.657;0.739;2;-4.081;1;0.274;0.141;0;0.178;0.543;181.994
;Don't Mind;Kent Jones;198236;0.464;0.771;8;-4.503;1;0.336;0.0235;0;0.063;0.69;158.777
;Say It;Flume;262521;0.581;0.531;3;-6.829;0;0.0322;0.0731;3.27E-06;0.0616;0.273;75.255
;Exchange;Bryson Tiller;194613;0.525;0.433;6;-10.598;1;0.185;0.107;0;0.135;0.276;160.108
;Final Song;MÃ˜;235826;0.695;0.672;1;-6.109;0;0.0345;0.014;7.95E-05;0.0756;0.245;104.988
;Sorry;BeyoncÃ©;232560;0.775;0.598;2;-7.274;1;0.0535;0.00175;4.44E-06;0.253;0.356;129.988
;Shout Out to My Ex;Little Mix;246240;0.773;0.747;5;-4.061;1;0.0889;0.0239;8.23E-06;0.11;0.8;126.014
;Ophelia;The Lumineers;160097;0.664;0.576;5;-6.429;1;0.0286;0.63;0.000198;0.0902;0.621;76.026
;Pink + White;Frank Ocean;184516;0.544;0.552;9;-7.45;1;0.0991;0.67;4.57E-05;0.415;0.554;159.738
;Too Good;Drake;263373;0.794;0.653;7;-7.839;1;0.104;0.0489;4.88E-05;0.1;0.397;117.996
;Shape of You;Ed Sheeran;233712;0.825;0.652;1;-3.183;0;0.0802;0.581;0;0.0931;0.931;95.977
;No Lie;Sean Paul;221176;0.742;0.882;7;-2.862;1;0.117;0.0466;0;0.206;0.463;102.04
;Despacito (Featuring Daddy Yankee);Luis Fonsi;228200;0.66;0.786;2;-4.757;1;0.17;0.209;0;0.112;0.846;177.833
;Too Good At Goodbyes;Sam Smith;201000;0.681;0.372;5;-8.237;1;0.0432;0.64;0;0.169;0.476;91.873
;Rockabye (feat. Sean Paul & Anne-Marie);Clean Bandit;251088;0.72;0.763;9;-4.068;0;0.0523;0.406;0;0.18;0.742;101.965
;Havana (feat. Young Thug);Camila Cabello;216896;0.768;0.517;7;-4.323;0;0.0312;0.186;3.80E-05;0.104;0.418;104.992
;Thunder;Imagine Dragons;187146;0.6;0.81;0;-4.749;1;0.0479;0.00683;0.21;0.155;0.298;167.88
;Don't Wanna Know (feat. Kendrick Lamar);Maroon 5;214265;0.783;0.61;7;-6.124;1;0.0696;0.343;0;0.0983;0.418;100.047
;Something Just Like This;The Chainsmokers;247160;0.617;0.635;11;-6.769;0;0.0317;0.0498;1.44E-05;0.164;0.446;103.019
;Perfect;Ed Sheeran;263400;0.599;0.448;8;-6.312;1;0.0232;0.163;0;0.106;0.168;95.05
;Little Dark Age;MGMT;299960;0.705;0.712;6;-6.156;1;0.0385;0.0102;0.000855;0.1;0.62;97.512
;goosebumps;Travis Scott;243836;0.841;0.728;7;-3.37;1;0.0484;0.0847;0;0.149;0.43;130.049
;Bored;Billie Eilish;180933;0.614;0.318;7;-12.695;1;0.0478;0.896;0.00239;0.0795;0.112;119.959
;Mask Off;Future;204600;0.833;0.434;2;-8.795;1;0.431;0.0102;0.0219;0.165;0.281;150.062
;Him & I;G-Eazy;268866;0.589;0.731;2;-6.343;1;0.0868;0.0534;0;0.308;0.191;87.908
;Cold (feat. Future);Maroon 5;234308;0.697;0.716;9;-6.288;0;0.113;0.118;0;0.0424;0.506;99.905
;Swang;Rae Sremmurd;208120;0.681;0.314;8;-9.319;1;0.0581;0.2;9.82E-06;0.1;0.166;139.992
;Save That Shit;Lil Peep;231546;0.534;0.583;2;-8.672;1;0.0288;0.0262;0;0.421;0.145;105.997
;Plain Jane;A$AP Ferg;173600;0.797;0.844;11;-5.482;1;0.275;0.0651;0;0.087;0.52;170.142
;Unforgettable;French Montana;233901;0.726;0.769;6;-5.043;1;0.123;0.0293;0.0101;0.104;0.733;97.985
;Bank Account;21 Savage;220306;0.884;0.347;8;-8.227;0;0.35;0.015;7.00E-06;0.0871;0.376;75.016
;More Than You Know;Axwell /\ Ingrosso;203000;0.645;0.741;5;-4.989;0;0.0339;0.0323;0;0.29;0.534;123.07
;Dusk Till Dawn (feat. Sia) - Radio Edit;ZAYN;239000;0.259;0.437;11;-6.589;0;0.0386;0.102;1.32E-06;0.106;0.0951;180.042
;Mi Gente;J Balvin;189029;0.548;0.701;11;-4.862;0;0.0914;0.0178;1.34E-05;0.134;0.309;104.237
;You Don't Know Me - Radio Edit;Jax Jones;213946;0.876;0.669;11;-6.054;0;0.138;0.163;0;0.185;0.682;124.007
;Black Beatles;Rae Sremmurd;291893;0.794;0.632;0;-6.163;1;0.0649;0.142;0;0.128;0.355;145.926
;Ain't My Fault;Zara Larsson;224030;0.576;0.782;6;-4.825;0;0.0296;0.00778;0;0.285;0.355;141.153
;BUTTERFLY EFFECT;Travis Scott;190677;0.763;0.598;11;-6.865;1;0.0539;0.0714;0;0.112;0.182;140.987
