Id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
;I Got It Bad;Enrico Pieranunzi;440133;479;146;7;-14.319;1;0.0351;988;692;103;0.0728;111.643
;Gramercy Sunset;The Hot Sardines;255107;466;0.0753;0;-18.864;1;0.0297;886;927;0.0984;0.0877;87.791
;I'm a Fool to Want You;Passport Quartet;66762;371;0.0295;10;-22.038;0;0.0335;986;937;125;276;82.313
;I Was So Young, and You Were So Beautiful;Bill Charlap;234373;317;0.0302;1;-30.447;1;0.0342;0.94;298;0.0792;155;47.859
;Journey Into Melody - 2007 Digital Remaster;Stanley Turrentine;294940;505;159;7;-11.235;0;0.0336;946;0.0127;218;205;59.385
;I'm Glad There Is You;Bill Mobley;484627;0.55;249;5;-15.919;0;0.0325;929;828;258;296;121.37
;Blue Ballad;Phil Woods;394920;0.47;156;2;-17.036;1;0.0399;623;187;104;0.0591;118.176
;The Nearness of You;Joshua Redman;1004627;447;163;8;-14.835;1;0.0707;992;776;654;0.19;74.933
;It Never Entered my Mind;Mulgrew Miller;391707;445;223;3;-17.402;1;0.0374;921;884;131;0.22;110.821
;Blue in Green;Miles Davis;337733;421;0.0161;2;-25.358;0;0.0374;0.81;0.0021;0.0978;155;110.926
;Where or When;Wynton Marsalis;168667;326;0.0575;4;-16.5;1;0.0393;0.99;887;281;311;127.397
;Count Your Blessings;Seamus Blake;492080;446;242;8;-14.152;1;0.0368;0.87;497;105;176;126.681
;Good Morning Heartache;Scott Hamilton;322133;526;0.17;9;-13.089;0;0.0411;823;777;114;173;117.414
;Two Sleepy People;Marcus Gilmore;396520;445;0.0978;3;-26.924;1;0.0397;965;915;121;172;117.283
;Can't Help Loving;Beegie Adair;221733;533;148;0;-18.275;1;0.0329;924;932;112;103;63.637
;The Nearness Of You;Bill Charlap;447280;383;131;7;-17.764;1;33;761;194;0.0973;0.0999;98.606
;When Sunny Gets Blue;McCoy Tyner;282320;569;117;5;-22.741;1;0.0446;846;852;0.0978;102;60.483
;Blue and Sentimental;Julian Dash;389893;484;0.0291;10;-23.363;1;0.0459;961;474;115;0.38;98.434
;Almas vaggvisa;Jan Lundgren Trio;232046;388;0.0354;7;-25.766;1;0.0421;986;956;178;192;143.514
;Before It's Time To Say Goodbye;Kenny Garrett;317946;364;114;1;-16.552;1;0.0333;857;635;0.0839;0.0581;117.715
;Autumn Nocturne;Lou Donaldson;294667;539;0.0678;0;-18.039;1;0.0468;967;168;114;257;124.105
;Eleanor;Hank Jones;289693;0.45;0.0437;10;-29.46;1;0.0374;971;0.88;0.0948;0.0906;63.938
;Angel Eyes;Tommy Flanagan, Ron Carter & Tony Williams;348533;386;125;9;-19.892;0;0.0572;886;878;189;132;78.553
;Good Morning.Goodbye;Dan Cray Trio;336373;0.42;105;6;-20.502;1;35;868;587;0.0957;108;99.873
;Doubts 2;Ibrahim Maalouf;294587;428;212;0;-15.442;0;32;971;0.73;169;312;98.096
;The Last Goodbye;Nicholas Payton;325400;0.32;156;2;-12.258;1;33;0.96;904;0.0775;0.0623;159.618
;Where Do You Start;Brad Mehldau Trio;246067;411;0.0416;1;-23.23;1;0.0414;0.96;925;64;0.0746;97.96
;The Man I Love;Marcus Roberts;341667;0.52;0.0748;8;-24.477;1;0.0497;748;633;102;134;107.327
;Gary's Theme - Remastered;Bill Evans;257693;0.42;0.0802;7;-21.795;1;0.04;905;857;135;0.0513;122.041
;Trust;Roy Hargrove;325587;399;307;1;-14.38;1;0.0347;912;623;115;0.0621;116.308
;The Folks Who Live on the Hill;Joshua Redman;240093;428;0.3;0;-8.885;1;34;937;658;168;221;122.667
;All The Way;Bob Berg;335333;423;158;0;-15.59;0;0.0346;717;0.0075;0.0975;0.19;106.974
;Emperor Jones - Instrumental;Joe Lovano;314493;336;328;7;-15.005;0;0.0386;0.93;732;111;198;184.007
;Isadora;Christian Scott;376573;257;216;8;-16.266;0;0.0365;903;134;0.0979;0.19;65.125
;I Remember Clifford;Lee Morgan;428973;368;0.14;0;-15.005;0;45;901;874;0.0688;172;61.758
;Sous le Ciel de Paris;Jacky Terrasson;244867;323;118;5;-22.751;0;0.0449;195;694;241;0.0706;79.554
;You Go To My Head;Art Pepper;258040;575;0.0935;3;-15.906;1;0.0858;978;452;109;289;65.23
;Gloomy Sunday;Branford Marsalis;763467;421;0.0967;7;-16.441;0;0.0509;0.91;415;218;183;77.401
;I Didn't Know About You;Johnny Hodges;212493;358;0.16;8;-12.658;0;0.0352;936;0.34;0.0896;246;179.955
;I Have Dreamed;Christian McBride;507533;331;0.0861;5;-21.226;1;0.0354;918;902;106;152;107.436
;Fools Rush In;Teddy Wilson;149072;633;0.12;5;-20.066;0;0.0428;971;871;121;473;115.51
;Dreamsville;David Halliday;477173;461;0.0389;0;-20.482;1;0.0399;899;15;0.0927;121;109.374
;Old Folks;Xavier Davis;482187;458;217;5;-16.582;1;0.0328;827;805;194;125;107.506
;I Got It Bad And That Ain't Good;Oscar Peterson Trio;308893;448;0.0532;5;-27.35;1;0.0454;972;876;0.0863;189;99.757
;My Romance;Gene Ammons;252947;509;0.0461;1;-10.693;1;0.0427;0.97;911;134;368;132.709
;The Peacocks;Anthony Wonsey Trio;567920;386;148;0;-18.921;0;0.0367;949;792;0.0665;128;94.88
;A Nightingale Sang In Berkeley Square;Stan Getz;418000;407;106;1;-19.078;1;0.0375;973;0.0762;123;0.23;94.231
;A Hundred Dreams from Now;Ray Bryant;206040;384;0.0544;0;-19.791;1;0.0485;967;964;115;301;181.262
;My Little Brown Book;Duke Ellington;323200;514;0.0814;0;-17.149;0;0.0361;978;0.00873;219;235;64.97
;Moving On and Getting Over;John Mayer;261933;848;465;1;-9.029;0;0.0524;577;0.0543;101;622;94.02
;Safe;Bay Ledges;185588;736;616;4;-8.016;1;0.0345;144;2.29e-06;268;0.89;101.966
;Second Nature;Stalking Gia;246610;865;548;10;-7.379;0;192;652;0.0161;113;879;109.989
;The Best Crew;Tep No;236786;677;738;6;-6.287;1;0.0467;311;0.000144;138;561;98.963
;Hideout;Parcels;266455;784;587;9;-6.361;1;0.0422;273;0.0107;356;0.85;107.999
;No Le Digas Que Hacer;Karina Vismara;238265;534;582;2;-6.22;1;0.0424;0.83;0.0;125;289;186.346
;Peas Pudding Hot;The Kids Band;51547;876;301;0;-7.866;1;0.0436;826;0.0;419;932;69.009
;Biscuits in the Oven;Raffi;144733;718;315;6;-13.869;1;181;791;0.0;228;592;96.981
;Jelly Beans;The Hipwaders;106680;498;721;4;-6.695;1;0.0327;0.0071;0.0;122;673;93.31
;My Favorite Snack;Imagination Movers;129187;0.89;891;2;-5.542;1;0.0483;0.0336;0.0;97;947;119.993
;Curse of the Spinach;Trout Fishing in America;100693;603;355;0;-9.624;1;0.0566;649;0.0;0.0952;441;111.405
;Mosquito Burrito;Roger Day;160133;567;436;2;-9.45;1;158;519;0.0;247;598;97.206
;C'mon Let's Make A Pizza;We Kids Rock;191947;554;844;9;-7.763;1;0.0468;147;7.27e-06;329;935;159.119
;Jelly On A Plate;The Kids Band;127227;873;511;2;-12.303;1;0.0368;461;1.22e-06;0.0655;972;127.93
;Little Green Apple;Tumble Tots;47547;941;256;1;-11.478;1;108;741;1.06e-05;0.0841;545;110.082
;Always Chew Your Food;Trout Fishing in America;156373;802;288;7;-11.372;1;129;809;0.0;0.0745;722;119.882
;Icy, Creamy Ice Cream;Barney;87705;693;578;0;-11.129;1;0.18;278;1.52e-06;121;851;78.158
;Lyric Pieces, Book I Op. 12: I. Arietta;Edvard Grieg;82293;471;0.0148;3;-33.097;1;0.0558;995;934;181;183;102.271
;String Quartet No. 4 in C Major, D. 46: II. Andante con moto;Franz Schubert;295747;277;0.0156;7;-24.801;1;0.0482;915;0.00654;148;0.0855;117.119
;8 Fantasiestücke, Op.12 : 1. Des Abends;Robert Schumann;221173;333;0.0288;1;-31.367;1;0.0423;995;819;73;0.0857;100.189
;"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando";Wilhelm Stenhammar;455307;338;0.0539;9;-21.863;0;0.0414;971;328;121;205;103.861
;Piano Quartet in E flat, Op.47: 3. Andante cantabile;Robert Schumann;458000;156;23;10;-31.082;1;0.0445;953;338;165;0.0588;140.715
;Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto;Franz Schubert;621280;294;142;7;-20.374;1;0.0388;993;912;0.0673;199;94.296
;Trio Sonata in G Major, Wq. 144: I. Adagio;Carl Philipp Emanuel Bach;275653;152;0.0626;5;-20.947;1;0.0395;913;0.00204;142;0.0484;137.174
;Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto;Camille Saint-Saëns;260000;236;0.0632;10;-21.189;0;0.0439;983;452;101;0.0559;133.959
;String Quintet in C Major, Op. 29: II. Adagio molto espressivo;Ludwig van Beethoven;649415;173;0.0619;5;-20.788;1;0.0466;951;526;132;0.0886;72.695
;Viola Sonata in C Minor: III. Andante con variazioni;Felix Mendelssohn;784013;295;0.0918;0;-22.769;0;0.0385;991;884;114;119;98.939
;Magic City;Wahlstedt;175238;757;867;0;-2.529;0;0.0362;0.0841;0.0992;125;518;125.962
;Livin' 4 Ya;MOTi;184762;514;862;0;-6.329;0;156;0.0319;171;119;487;126.112
;Last Chance;Kaskade;257846;412;0.83;3;-4.976;0;0.0651;0.0682;0.00739;108;239;127.894
;Nite Time - Ruby & Tony Radio Edit;George Acosta;236308;654;728;6;-8.477;0;0.0577;0.00623;404;688;281;130.006
;Satellites;DubVision;196132;638;828;7;-4.53;1;0.0393;43;0.0;0.0903;102;122.037
;Can't Take It;Breathe Carolina;185171;591;881;6;-4.073;0;0.0614;0.0316;0.00203;303;0.16;128.076
;All Aloud;Adrian Lux;187838;624;732;4;-6.372;0;0.0273;59;0.0142;254;292;132.025
;Close;IZECOLD;187549;369;801;1;-5.302;1;384;282;0.0;266;311;128.09
;Cascade - Original Mix;Tommy Trash;377153;704;962;7;-3.095;1;115;0.0058;128;0.22;0.0727;127.997
;Waiting;Dash Berlin;179893;0.48;878;6;-6.59;0;0.0743;141;0.0;0.0587;0.19;136.006
;Everytime We Touch;David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello;220640;707;471;9;-7.667;1;0.0354;0.0086;0.00839;179;354;125.014
;Milky Way;Madison Mars;192000;623;975;3;-2.632;0;109;0.00732;0.16;0.0614;247;125.94
;You;Galantis;221286;184;871;8;-3.245;0;0.0661;0.00837;167;0.15;213;127.972
;La Tromba Risin' (feat. Tasita D'Mour);Chris Lake;381732;691;951;0;-4.989;1;0.0879;24;0.0412;0.0316;617;126.989
;Crash 2.0 (Adventure Club vs. DallasK);Adventure Club;254879;0.66;652;8;-4.747;1;0.0582;0.00259;0.0;0.0673;167;127.977
;Raven;John Dahlbäck;190155;569;896;1;-3.114;1;0.0489;0.00338;958;0.0633;113;128.083
;Icarus - Black Caviar Remix;R3hab;194000;798;809;1;-5.898;0;63;0.00689;0.0765;0.0998;766;120.044
;Wasted Love (feat. Dougy);Steve Angello;209531;539;936;10;-3.803;1;112;475;104;106;211;128.015
;Summer;Marshmello;233239;583;748;6;-4.798;1;0.0292;0.00695;0.0241;0.22;234;142.029
;Catch Me (feat. Naaz);Flux Pavilion;162383;0.56;916;7;-3.328;0;0.0661;0.0362;0.000963;102;577;144.933
;Save the World - Radio Mix;Swedish House Mafia;213338;507;665;0;-7.598;1;0.0474;0.0144;0.0;0.0759;406;126.879
;Wild One Two - feat. David Guetta, Nicky Romero & Sia;Jack Back;346930;703;684;8;-6.532;1;0.0778;0.00164;0.000378;0.0744;222;126.027
;Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix;Kaskade;322227;526;861;2;-5.871;0;0.0587;0.00136;732;596;114;128.032
;Calling (Lose My Mind) - Radio Edit;Sebastian Ingrosso;205440;412;871;1;-4.893;0;0.0458;0.0124;0.000128;0.2;132;125.043
;Language;Porter Robinson;368476;737;614;6;-6.001;0;0.4;0.0168;0.0534;0.0682;394;127.987
;Strobe - Radio Edit;deadmau5;214042;649;706;8;-7.209;0;31;8.45e-05;831;163;0.0744;128.032
;Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit;Tim Berg;200992;0.49;811;1;-2.524;0;44;0.0896;0.0;0.0898;564;125.965
;Poison;Martin Garrix;248447;502;756;7;-6.118;0;0.0363;0.00429;769;377;0.0605;128.125
;Take Over Control - Radio Edit;Afrojack;208620;713;0.81;0;-3.353;0;0.0918;241;0.0;0.0936;667;130.006
;Teenage Crime - Axwell & Henrik B Remode;Adrian Lux;300013;575;913;7;-6.081;1;0.0402;0.00338;816;605;208;128.014
;Light It Up (feat. Nyla & Fuse ODG) [Remix];Major Lazer;166138;747;877;9;-3.782;0;0.0664;0.0375;0.000833;233;763;107.991
;Turn Me Up - ViP Mix;MOTi;251429;719;0.81;8;-4.769;0;0.0672;21;672;0.5;483;126.033
;Together;Martin Garrix;221274;509;729;1;-4.773;1;0.0343;0.0732;2.73e-05;233;185;127.871
;Whatcha Need;W&W;147231;393;0.94;6;-3.894;0;0.0718;0.0663;0.00264;546;293;129.958
;Levels - Radio Edit;Avicii;199904;605;873;1;-5.938;0;0.0344;0.0534;837;314;0.47;126.026
;Faded;Alan Walker;212627;589;651;6;-5.097;1;0.0306;0.0291;3.2e-06;111;161;90.011
;Move for Me;Kaskade;235873;561;771;1;-5.533;1;36;0.0344;0.000151;0.0756;212;128.025
;Turn up the Speakers - Radio Edit;Afrojack;183747;692;898;10;-5.276;1;44;0.09;941;478;331;127.993
;Counting Down The Days - Yotto Edit;Above & Beyond;295035;672;785;8;-4.473;1;0.0346;0.00233;127;111;352;122.999
;Summer Dreams;Michael Brun;203302;691;721;11;-6.206;1;0.03;0.00626;0.000562;297;463;117.021
;Changes - Dirty South Remix;Chris Lake Feat. Laura V;485293;841;673;9;-7.361;0;119;0.000552;419;228;197;127.006
;Heroes (we could be);Alesso;210013;0.51;747;5;-4.124;1;0.0651;31;0.0;233;349;125.951
;Everything;R3hab;174500;516;786;4;-5.514;0;106;0.0583;1.77e-06;662;182;130.069
;Lean On (feat. MØ & DJ Snake);Major Lazer;176561;723;809;7;-3.081;0;0.0625;0.00346;0.00123;565;271;98.007
;Starlight - Radio Mix;SOVI;196000;568;928;10;-3.556;1;45;0.00354;0.0211;478;0.57;122.997
;City Of Dreams - Radio Edit;Dirty South;226867;476;815;4;-5.073;1;0.0359;0.0028;0.00593;357;144;127.964
;Chords Of Life - Original Mix;Tim Mason;325714;605;642;3;-7.002;1;0.0411;0.00388;598;102;157;125.967
;Blackout - Madison Mars Radio Mix;Tritonal;235000;605;884;7;-3.094;0;0.0611;0.0856;0.000162;0.0501;364;125.989
;Freak;Friction;247655;408;849;11;-5.284;0;0.0646;0.00273;3.04e-05;139;141;174.029
;Skyscrapers;Daydreamer;383495;598;534;4;-5.666;0;0.0272;0.00158;124;319;0.0473;115.005
;Chemicals - Radio Edit;Tiësto;222075;529;955;10;-2.59;0;0.0794;0.0344;4.55e-05;353;102;125.988
;Run Wild - Alternative Edit Mix Cut;Hardwell;224973;475;838;1;-2.948;0;0.0666;0.00481;0.0;304;236;127.921
;Blackout;Pegboard Nerds;212323;668;977;1;-2.673;1;0.0515;0.0111;0.17;363;561;128.06
;Rock The House - Radio Edit;Afrojack;230792;0.69;841;4;-5.592;0;0.0868;0.0178;0.79;137;533;130.052
;Sweet Memories;CID;157452;624;923;9;-5.449;0;0.0335;0.0268;0.000228;0.0509;0.39;124.994
;Borrowed Lives (feat. NVDES);Pierce Fulton;313580;719;737;2;-5.219;1;32;0.0711;0.00285;304;356;127.991
;Concrete Angel (Radio Edit) (feat. Christina Novelli);Gareth Emery;235025;631;893;7;-5.123;1;0.0411;0.0107;0.00632;147;558;130.015
;Yebisah;Mark Knight;201290;0.54;933;2;-6.784;1;0.0364;0.0024;954;371;0.23;123.988
;Otherside;Suyano;191250;546;772;5;-5.311;0;0.0477;306;0.0;0.0733;255;127.942
;Falling Back - Radio Edit;Cosmic Gate;219398;608;878;0;-3.631;1;0.0765;0.00281;4.83e-06;415;326;128.069
;Fireflies;Owl City;228347;591;649;3;-6.72;1;0.0417;0.0294;0.0;133;482;90.002
;Good Time;Owl City;205933;559;882;3;-4.281;1;157;0.0314;1.71e-05;605;644;126.064
;When Can I See You Again?;Owl City;218093;631;838;11;-6.817;0;0.0818;0.0243;0.0;0.0512;392;127.938
;Verge;Owl City;213026;0.55;747;2;-6.897;1;0.0334;0.0002;1.44e-06;113;185;128.014
;Vanilla Twilight;Owl City;231707;581;526;11;-7.584;1;0.0265;0.0082;0.000369;113;551;166.151
;You Make Me Wanna...;Usher;219120;761;639;5;-7.577;0;0.0539;0.0359;0.0;0.0945;933;164.088
;Can't You See;Total;277320;715;721;8;-5.622;0;0.0541;157;1.75e-06;309;814;86.26
;Lost Without U;Robin Thicke;254147;0.67;348;0;-12.229;1;138;0.27;0.0;104;0.81;113.306
;'Till I Collapse;Eminem;297893;572;853;1;-3.203;1;217;0.0757;0.0;0.0798;0.0995;171.297
;$ave Dat Money (feat. Fetty Wap & Rich Homie Quan);Lil Dicky;290836;858;697;2;-5.361;1;0.23;114;0.0;224;365;98.012
;Calm Down;G-Eazy;127427;537;624;11;-8.794;1;325;0.000175;2.2e-06;116;0.4;102.315
;Remember The Name (feat. Styles Of Beyond);Fort Minor;230493;688;835;8;-4.162;1;0.0911;0.0583;2.87e-06;0.0795;879;84.858
;Mind Tricks;Bassnectar;233182;578;909;7;-3.672;1;105;0.00436;0.00128;707;518;87.983
;Help;Papa Roach;215291;507;918;2;-4.684;1;0.0701;0.00107;8.7e-06;311;275;92.006
;Follow You;Bring Me The Horizon;231107;0.54;661;3;-5.534;0;0.0381;0.0765;0.0;125;509;90.012
;Snow Cats;AFI;200920;231;791;4;-4.297;0;0.0446;0.00278;0.00055;396;404;87.337
;Paranoia;A Day To Remember;200677;409;992;3;-2.803;0;108;4.82e-05;2.03e-06;0.1;339;149.859
;Hated;Beartooth;211430;458;0.99;8;-3.717;1;183;0.000285;0.000893;454;462;166.904
;Shock Me;Baroness;257120;396;912;7;-4.026;0;0.0856;4.24e-05;631;124;146;125.923
;The Devil's Bleeding Crown;Volbeat;238653;0.55;917;7;-4.575;1;0.0378;1.85e-05;214;0.0333;247;109.552
;Go Down in History;Four Year Strong;219763;505;985;5;-4.401;1;119;6.04e-05;1.02e-05;351;267;119.993
;Serpents;Neck Deep;165047;351;915;1;-4.53;0;0.0881;2.79e-05;0.0725;0.0972;457;184.815
;Black Honey;Thrice;239451;442;892;9;-6.431;0;86;0.00267;7.92e-06;0.0758;258;151.914
;Chop Suey!;System Of A Down;210240;0.42;929;7;-3.899;0;121;0.000353;0.000747;122;318;127.204
;Something To Believe In;Young the Giant;228467;623;886;1;-3.044;1;0.0404;0.0245;0.0;247;691;92.021
;She Hates Me;Puddle Of Mudd;216760;585;757;4;-5.424;1;0.0302;0.00643;0.0;741;615;109.781
;Don't Threaten Me With A Good Time;Panic! At The Disco;213093;559;895;1;-4.476;0;0.0832;0.0154;0.0;175;563;183.825
;Sex on Fire;Kings of Leon;203347;542;905;9;-5.653;1;54;0.00172;0.0104;136;365;153.398
;Cold;Maroon 5;234308;0.7;714;9;-6.295;0;104;122;0.0;0.0428;482;99.909
;It Ain't Me (with Selena Gomez);Kygo;220781;0.64;533;0;-6.596;1;0.0706;119;0.0;0.0864;0.5;99.968
;Bring Me the Night;Sam Tsui feat. Kina Grannis;239451;393;505;5;-7.048;1;0.0289;687;0.0;101;205;163.938
;Crush;David Archuleta;212013;599;677;0;-4.722;0;35;0.0109;8.04e-06;0.0612;458;81.021
;Song 2 You;Victorious Cast;218373;591;866;2;-2.877;1;0.0536;0.0576;0.0;146;496;86.981
;L.A. Boyz;Victorious Cast feat. Victoria Justice and Ariana Grande;179600;616;0.91;8;-3.316;0;124;0.0109;0.0;0.0806;709;150.038
;Faster than Boyz;Victorious Cast;194893;593;814;9;-4.802;1;166;0.0197;0.0;0.18;0.47;146.919
;Bad Boys;Victorious Cast;197160;581;0.86;10;-3.459;1;36;0.000501;0.0;305;0.48;122.941
;Too Little, Too Late;JoJo;221720;428;781;6;-5.032;0;0.0608;0.0123;1.47e-05;104;0.72;82.353
;Fast Car (feat. Kina Grannis);Kina Grannis;304293;0.66;255;10;-9.79;1;0.0278;799;0.0;0.0797;508;103.087
;In Your Arms;Kina Grannis;184960;672;396;2;-9.489;0;0.0349;474;0.0;0.0921;464;130.015
;Valentine;Kina Grannis;150707;862;351;9;-11.793;1;0.0439;292;0.0;105;504;124.964
;The One You Say Goodnight To;Kina Grannis;157187;696;439;7;-9.438;1;0.07;436;0.0;353;686;135.925
;Gone;Kina Grannis;253107;631;591;11;-7.669;1;0.0333;167;0.0;0.0812;459;137.917
;Strong Enough;Kina Grannis;195167;637;507;6;-9.59;0;0.0283;0.00634;0.0;386;566;105.932
;Without Me;Kina Grannis;231240;546;522;4;-7.113;1;0.0361;226;0.0;129;494;117.299
;L.A. Story;Sammy Adams;208000;593;872;1;-4.525;0;0.0959;0.0784;0.0;286;521;91.964
;Something About the Sunshine;Anna Margaret;186800;688;795;5;-6.161;1;47;112;0.0;133;773;125.044
;Like Nobody's Around;Big Time Rush;176360;586;896;3;-4.572;1;0.11;114;0.0;175;353;94.954
;Amazing;Big Time Rush;201720;403;883;4;-3.385;1;87;101;0.0;109;769;202.013
;Boyfriend;Big Time Rush;201040;614;857;1;-4.171;0;111;0.0987;0.0;177;655;164.146
;Worldwide;Big Time Rush;224333;531;771;4;-6.162;1;0.0468;0.0735;0.0;0.17;608;159.973
;Big Time Rush;Big Time Rush;197587;599;888;11;-2.931;0;0.0514;0.0273;0.0;0.28;0.84;121.05
;Popular Song;MIKA;200613;644;842;8;-4.787;1;0.0429;178;0.0;0.0796;852;99.05
;All About Tonight - featuring Cymphonique Miller;How To Rock Cast;183960;543;852;1;-3.737;1;0.0787;0.0671;0.0;0.0822;689;129.023
;Count On You;Big Time Rush;209933;638;705;2;-4.47;1;35;219;0.0;156;292;91.961
;I Know You Know;Big Time Rush;175587;437;802;2;-5.709;1;0.0997;0.0196;0.0;0.0709;604;121.387
;Bring It All to Me;Blaque;218187;695;579;0;-5.066;1;0.0325;0.000479;0.0;0.0556;731;88.957
;Too Close;Next;258113;0.85;398;7;-9.816;1;0.0534;0.0117;0.0;263;717;99.717
;I'm So Into You;SWV;278467;841;552;7;-10.345;1;0.0498;0.0453;0.00154;0.0533;596;99.018
;Don't Let Go (Love);En Vogue;291880;618;688;5;-5.867;0;0.0477;409;6.32e-06;0.3;561;78.311
;Candy Rain;Soul For Real;271093;583;681;11;-8.152;0;0.0585;0.0029;6.03e-05;0.0999;0.57;188.256
;Wifey;Next;243159;829;652;7;-8.693;0;108;67;0.0;0.0812;717;99.581
;On Bended Knee;Boyz II Men;329907;635;0.53;8;-8.1;1;0.0328;396;0.0;118;204;116.631
;Get It On Tonite;Montell Jordan;275080;809;522;10;-8.747;0;0.0821;267;1.97e-05;0.0729;879;99.001
;End Of The Road;Boyz II Men;348893;642;421;5;-9.32;0;0.0237;74;0.0;0.0676;453;74.849
;I'll Make Love To You;Boyz II Men;235853;563;487;2;-7.775;1;0.0234;105;0.0;0.0884;248;142.53
;Water Runs Dry;Boyz II Men;201280;578;375;0;-12.951;1;0.0272;468;0.0;156;561;89.605
;A Song For Mama;Boyz II Men;301587;571;447;7;-8.757;1;0.0338;499;0.0;125;162;75.019
;Together Again;Janet Jackson;301200;873;591;7;-8.942;1;102;0.0788;0.0071;104;0.49;123.091
;Someone To Call My Lover;Janet Jackson;272360;729;914;2;-4.043;1;41;135;0.000672;156;918;127.907
;Escapade;Janet Jackson;283934;815;944;1;-6.698;1;0.0513;0.0264;0.00038;181;681;115.219
;Bye Bye Bye;*NSYNC;199640;571;0.87;8;-3.877;0;0.0641;0.0198;6.6e-06;0.0564;815;172.716
;This I Promise You - Radio Edit;*NSYNC;266293;0.55;563;2;-7.019;1;0.0313;0.3;0.0;122;462;166.004
;It's Gonna Be Me;*NSYNC;191280;647;0.87;0;-4.702;0;0.0798;0.0479;0.0;0.0485;906;165.103
;God Must Have Spent a Little More Time on You - Remix;*NSYNC;243493;468;535;10;-8.264;1;0.0436;0.44;0.0;101;298;168.001
;I Want You Back - Radio Edit;*NSYNC;199787;754;946;8;-2.149;0;0.0403;0.0743;0.000391;401;865;112.042
;Pop - Radio Version;*NSYNC;175520;841;866;11;-6.342;1;118;0.0412;0.0;212;875;119.941
;Tearin' up My Heart - Radio Edit;*NSYNC;209560;685;872;7;-6.939;1;0.0321;0.00799;0.0;323;806;110.046
;As Long as You Love Me;Backstreet Boys;211907;773;801;0;-5.562;1;0.0281;0.16;0.0;111;0.8;98.205
;Quit Playing Games (With My Heart);Backstreet Boys;232027;798;862;11;-4.95;0;0.0336;66;1.65e-06;168;893;100.031
;I'll Never Break Your Heart;Backstreet Boys;287027;527;578;7;-6.012;0;0.0283;0.0877;0.0;155;0.35;162.11
;All I Have to Give;Backstreet Boys;274827;729;561;1;-7.162;1;28;0.0563;0.0;0.0657;395;95.981
;The Call;Backstreet Boys;203600;697;856;10;-4.439;0;0.0752;117;0.0;287;732;104.202
;I Want It That Way;Backstreet Boys;213027;683;687;6;-5.833;0;0.0274;0.24;0.0;131;486;99.035
;Show Me the Meaning of Being Lonely;Backstreet Boys;234587;634;624;6;-5.095;0;0.0255;245;0.0;0.0767;668;167.992
;Shape of My Heart;Backstreet Boys;230280;571;0.77;9;-5.46;1;0.03;252;0.0;154;529;96.09
;I'll Be Missing You (feat. 112);Diddy;301520;862;479;7;-9.199;1;0.0646;0.0522;0.00126;589;919;109.878
;I Need A Girl (Part One) (feat. Usher & Loon);Diddy;268800;0.66;707;6;-5.758;1;208;397;0.0;211;779;89.279
;Where the Party At;Jagged Edge;232573;596;661;5;-6.239;0;226;0.31;0.0;0.0847;864;129.491
;I Wanna Know;Joe;296693;725;487;8;-5.959;0;0.0368;0.26;1.09e-05;431;595;136.086
;Stay;Ne-Yo;232227;651;645;1;-6.741;1;223;0.00819;0.0;0.0919;668;96.394
;So Sick;Ne-Yo;207187;699;592;6;-8.298;1;262;273;0.0;202;587;94.933
;When You're Mad;Ne-Yo;222000;654;564;6;-7.186;1;235;304;0.0;107;458;86.948
;Sexy Love;Ne-Yo;220853;622;503;8;-6.417;1;0.0433;265;0.000473;0.0596;0.6;93.984
;All My Life;K-Ci & JoJo;331240;634;528;1;-8.834;1;0.0309;117;2.26e-06;0.0565;187;128.0
;Take Me There - Remix;Blackstreet;254067;779;711;0;-4.054;1;144;0.0786;2.4e-05;373;857;96.472
;MMMBop;Hanson;267947;686;952;9;-5.169;1;0.0458;0.0058;0.00333;283;641;104.889
;Case Of The Ex (Whatcha Gonna Do);Mýa;236827;0.78;0.69;1;-4.958;0;0.0445;0.0565;8.19e-05;0.0716;327;98.002
;My Love Is Like...Wo - Main Mix/Album Version;Mýa;209490;833;677;4;-6.413;1;103;207;3.92e-06;286;731;132.876
;Angel of Mine - Radio Mix;Monica;250173;592;562;10;-6.869;0;0.0239;0.00373;3.23e-05;223;0.2;90.16
;For You I Will;Monica;294867;652;473;0;-7.981;0;0.0313;243;0.0;134;0.36;123.208
;Two Wrongs;Wyclef Jean;230733;621;579;9;-8.574;1;221;0.0862;0.0;0.0827;415;82.897
;Take Me As I Am;Wyclef Jean;257173;685;784;9;-4.971;1;0.11;0.0925;0.0;314;734;90.89
;Sweetest Girl (Dollar Bill);Wyclef Jean;241133;733;744;1;-3.51;1;0.0553;0.0772;0.0;341;528;92.515
;Slow Jam;Usher;283093;701;457;8;-8.562;0;0.0311;0.0138;0.0;54;292;127.925
